batting_team,bowling_team,city,runs_left,balls_left,wickets_left,target_score,striker_rating,bowler_rating,result
Mumbai Indians,Kolkata Knight Riders,Kolkata,58,38,5,158,15.236554524980507,1.4496487206164133,1
Punjab Kings,Chennai Super Kings,Dharamsala,159,104,8,168,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Royal Challengers Bengaluru,Bengaluru,65,46,9,171,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Punjab Kings,Jaipur,197,112,10,220,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Mumbai Indians,Mumbai,33,29,7,190,15.236554524980507,1.4496487206164133,0
Punjab Kings,Mumbai Indians,Ahmedabad,155,91,9,204,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,102,38,2,180,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Punjab Kings,Mohali,115,94,10,148,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiants,Mumbai Indians,Mumbai,37,50,9,122,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Kings XI Punjab,Mumbai,206,103,10,231,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Delhi Capitals,Abu Dhabi,35,30,8,163,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Royal Challengers Bangalore,Chennai,93,69,7,167,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Delhi Daredevils,Delhi,121,85,9,175,30.874925603305783,1.4496487206164133,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Abu Dhabi,72,56,7,132,15.236554524980507,1.4496487206164133,1
Pune Warriors,Sunrisers Hyderabad,Pune,40,58,7,109,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,148,110,10,166,41.095718984375,0.6230529595015576,1
Chennai Super Kings,Kolkata Knight Riders,Abu Dhabi,69,49,8,173,15.236554524980507,1.4496487206164133,0
Punjab Kings,Royal Challengers Bangalore,Mumbai,126,66,9,209,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Royal Challengers Bangalore,Delhi,149,94,9,180,15.236554524980507,1.4496487206164133,1
Rising Pune Supergiants,Kings XI Punjab,Visakhapatnam,46,16,5,173,57.97507364814815,1.4496487206164133,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,38,33,5,165,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,135,72,9,207,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Gujarat Titans,Navi Mumbai,147,109,9,157,15.236554524980507,1.0055304172951232,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,45,23,8,191,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Delhi Capitals,Delhi,105,52,8,202,15.236554524980507,1.238475299298197,1
Lucknow Super Giants,Delhi Capitals,Mumbai,64,45,9,150,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,117,42,6,204,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,34,21,6,148,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,13,12,3,136,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,58,50,10,136,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Rajasthan Royals,Chennai,25,19,5,146,15.236554524980507,1.0880077369439072,0
Delhi Daredevils,Mumbai Indians,Mumbai,4,16,4,134,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Mumbai Indians,Delhi,108,72,8,180,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,53,14,6,204,15.236554524980507,1.1362201742204265,1
Gujarat Titans,Royal Challengers Bangalore,Mumbai,155,106,10,175,15.236554524980507,1.4496487206164133,0
Chennai Super Kings,Delhi Capitals,Visakhapatnam,23,0,4,172,57.97507364814815,0.9609224855861628,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,25,16,10,188,15.236554524980507,1.4496487206164133,1
Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata,59,33,4,223,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Deccan Chargers,Hyderabad,78,37,7,215,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,75,77,9,128,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Gujarat Lions,Rajkot,50,61,10,136,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,97,50,7,167,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Deccan Chargers,Centurion,56,40,7,149,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Sunrisers Hyderabad,Ahmedabad,160,112,10,169,53.52351834375001,1.4496487206164133,0
Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata,159,108,10,175,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Punjab Kings,Ahmedabad,118,111,9,127,53.52351834375001,1.4496487206164133,1
Gujarat Titans,Punjab Kings,Mumbai,129,79,9,191,53.52351834375001,1.4496487206164133,1
Gujarat Titans,Delhi Capitals,Delhi,218,115,10,225,53.52351834375001,1.4496487206164133,1
Mumbai Indians,Rajasthan Royals,Mumbai,33,50,8,105,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,174,119,10,174,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,116,103,9,129,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Mumbai Indians,Visakhapatnam,117,113,10,127,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Jaipur,147,111,10,162,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,42,26,7,171,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Chennai Super Kings,Mumbai,102,52,9,169,15.236554524980507,1.4496487206164133,0
Lucknow Super Giants,Royal Challengers Bangalore,Mumbai,24,11,4,164,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Mumbai Indians,Mumbai,15,9,7,159,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,28,7,3,193,12.251519999999998,1.4496487206164133,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,125,117,10,126,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,38,32,9,136,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,43,35,5,161,53.52351834375001,1.4001244555071561,1
Mumbai Indians,Chennai Super Kings,Mumbai,92,116,10,98,30.874925603305783,0.6230529595015576,1
Mumbai Indians,Delhi Capitals,Delhi,72,49,9,173,15.236554524980507,1.238475299298197,1
Delhi Daredevils,Kings XI Punjab,Dharamsala,15,18,7,146,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Chennai Super Kings,Chennai,63,18,3,166,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Delhi Daredevils,Delhi,35,30,9,161,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Gujarat Titans,Mumbai,67,45,10,169,15.236554524980507,1.4496487206164133,0
Pune Warriors,Chennai Super Kings,Chennai,110,77,7,165,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Deccan Chargers,Kolkata,77,69,7,111,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Rajasthan Royals,Pune,86,80,7,137,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Gujarat Lions,Hyderabad,45,57,9,136,15.236554524980507,1.4496487206164133,1
Pune Warriors,Mumbai Indians,Pune,101,94,9,121,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,22,51,7,96,15.236554524980507,1.4496487206164133,0
Pune Warriors,Chennai Super Kings,Pune,111,91,9,156,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Rising Pune Supergiant,Hyderabad,13,0,2,149,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,12,27,7,154,15.236554524980507,1.238475299298197,0
Delhi Daredevils,Chennai Super Kings,Chennai,24,23,8,170,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,97,115,10,107,15.236554524980507,1.2403396622459688,1
Lucknow Super Giants,Rajasthan Royals,Mumbai,134,96,8,155,55.704666833333334,1.4496487206164133,0
Mumbai Indians,Chennai Super Kings,Dubai,23,1,4,157,15.236554524980507,1.4496487206164133,0
Rising Pune Supergiants,Delhi Daredevils,Visakhapatnam,118,114,10,122,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Delhi Daredevils,Delhi,48,24,9,182,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Kings XI Punjab,Cape Town,92,57,4,140,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,163,115,10,164,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Jaipur,163,104,10,180,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Mumbai Indians,Delhi,15,49,4,121,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,31,0,5,196,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,170,108,10,182,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Kolkata Knight Riders,Chennai,106,58,8,188,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Chennai Super Kings,Chandigarh,54,13,7,241,15.236554524980507,1.4496487206164133,0
Lucknow Super Giants,Royal Challengers Bangalore,Kolkata,16,2,6,194,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Deccan Chargers,Mumbai,99,111,9,101,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Chennai Super Kings,East London,102,60,5,179,15.236554524980507,1.4496487206164133,0
Punjab Kings,Chennai Super Kings,Chennai,133,92,9,163,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,146,98,8,164,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kings XI Punjab,Indore,87,118,10,89,15.236554524980507,1.4496487206164133,1
Delhi Capitals,Lucknow Super Giants,Lucknow,143,119,10,144,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bengaluru,Bengaluru,89,49,7,192,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Jaipur,103,23,1,218,15.236554524980507,1.4496487206164133,1
Kochi Tuskers Kerala,Delhi Daredevils,Kochi,112,69,7,158,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Rajasthan Royals,Jaipur,120,92,7,144,55.704666833333334,1.4496487206164133,0
Delhi Daredevils,Chennai Super Kings,Pune,142,68,7,212,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,124,118,10,124,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Mumbai Indians,Mumbai,22,10,6,165,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Chennai Super Kings,Durban,45,34,7,130,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Punjab Kings,Chennai,66,76,10,121,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Gujarat Lions,Rajkot,37,23,6,160,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Punjab Kings,Pune,170,112,10,187,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Gujarat Titans,Ahmedabad,78,23,6,197,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Rajasthan Royals,Navi Mumbai,29,16,6,162,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Mumbai Indians,Jaipur,187,99,8,218,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Delhi Capitals,Mumbai,68,37,5,148,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,58,35,9,191,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,95,60,7,156,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,87,54,10,201,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,74,59,7,160,15.236554524980507,1.4001244555071561,1
Mumbai Indians,Rajasthan Royals,Mumbai,92,97,10,105,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,134,116,10,137,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,39,37,8,186,15.236554524980507,1.006036217303823,1
Punjab Kings,Sunrisers Hyderabad,Mohali,105,52,6,181,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,101,65,8,174,15.236554524980507,1.4496487206164133,1
Kochi Tuskers Kerala,Mumbai Indians,Mumbai,169,106,10,185,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bangalore,Pune,76,54,7,161,15.236554524980507,1.4496487206164133,1
Royal Challengers Bengaluru,Gujarat Titans,Bengaluru,46,76,8,148,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Deccan Chargers,Johannesburg,106,80,8,144,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Delhi Capitals,Delhi,146,108,10,173,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kings XI Punjab,Chandigarh,89,49,3,164,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,42,28,5,136,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,86,55,7,166,15.236554524980507,1.4496487206164133,0
Kolkata Knight Riders,Delhi Daredevils,Delhi,36,33,7,147,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Delhi Daredevils,Centurion,116,102,9,155,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Royal Challengers Bangalore,Centurion,56,64,8,108,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Sunrisers Hyderabad,Visakhapatnam,82,71,10,132,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Gujarat Lions,Bangalore,101,67,5,159,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Punjab Kings,Mumbai,114,52,7,222,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Kings XI Punjab,Mumbai,8,0,4,198,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Chennai Super Kings,Chennai,112,75,8,161,15.236554524980507,1.4496487206164133,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,136,77,8,193,15.236554524980507,1.4496487206164133,1
Kochi Tuskers Kerala,Delhi Daredevils,Delhi,71,74,9,141,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Abu Dhabi,103,90,9,132,15.236554524980507,1.1398176291793314,1
Gujarat Lions,Kings XI Punjab,Chandigarh,34,20,8,193,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Gujarat Lions,Rajkot,115,83,10,184,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,153,81,8,205,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,129,57,6,196,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Mumbai Indians,Port Elizabeth,110,74,8,152,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Rajasthan Royals,Jaipur,72,41,8,194,15.236554524980507,1.4496487206164133,1
Pune Warriors,Kolkata Knight Riders,Pune,49,5,2,153,15.236554524980507,1.4496487206164133,0
Pune Warriors,Royal Challengers Bangalore,Bangalore,10,14,4,134,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Sunrisers Hyderabad,Hyderabad,5,16,5,194,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Royal Challengers Bangalore,Bengaluru,148,83,9,199,53.52351834375001,1.4496487206164133,1
Punjab Kings,Chennai Super Kings,Dharamsala,42,3,1,168,9.416210204081631,1.4496487206164133,1
Delhi Capitals,Mumbai Indians,Delhi,55,47,7,194,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Kolkata Knight Riders,Chennai,6,13,7,112,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Chennai Super Kings,Chennai,188,88,8,223,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Sunrisers Hyderabad,Mumbai,174,102,9,195,15.236554524980507,1.4496487206164133,1
Delhi Daredevils,Chennai Super Kings,Raipur,23,32,7,120,15.236554524980507,1.4496487206164133,0
Mumbai Indians,Lucknow Super Giants,Lucknow,85,42,7,204,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Delhi Daredevils,Delhi,84,32,5,220,15.236554524980507,1.4496487206164133,1
Punjab Kings,Lucknow Super Giants,Lucknow,20,8,3,160,9.416210204081631,1.2121212121212122,1
Royal Challengers Bangalore,Mumbai Indians,Pune,23,17,9,152,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Chennai Super Kings,Ranchi,117,78,10,186,15.236554524980507,1.4496487206164133,1
Kings XI Punjab,Pune Warriors,Chandigarh,147,95,8,187,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Sunrisers Hyderabad,Hyderabad,98,77,8,154,12.251519999999998,1.4496487206164133,1
Delhi Daredevils,Mumbai Indians,Mumbai,42,68,8,94,15.236554524980507,1.4496487206164133,1
Royal Challengers Bengaluru,Sunrisers Hyderabad,Lucknow,129,86,10,190,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Deccan Chargers,Kimberley,123,68,7,167,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,118,49,7,210,15.236554524980507,1.4496487206164133,0
Royal Challengers Bangalore,Rajasthan Royals,Pune,103,74,7,145,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Delhi Capitals,Mumbai,109,48,8,216,15.236554524980507,1.4496487206164133,1
Deccan Chargers,Kolkata Knight Riders,Kolkata,154,114,10,155,15.236554524980507,1.4496487206164133,0
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,55,29,6,166,15.236554524980507,1.4001244555071561,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bengaluru,95,53,7,179,15.236554524980507,1.4001244555071561,1
Mumbai Indians,Chennai Super Kings,Chennai,65,61,8,132,30.874925603305783,1.4496487206164133,0
Sunrisers Hyderabad,Delhi Capitals,Delhi,60,68,8,130,15.236554524980507,1.4496487206164133,1
Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,59,37,7,164,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Mumbai Indians,Mumbai,147,105,10,161,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,157,111,8,158,15.236554524980507,1.4496487206164133,1
Chennai Super Kings,Punjab Kings,Mohali,65,32,8,202,15.236554524980507,1.4496487206164133,0
Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow,177,94,10,228,15.236554524980507,1.0880077369439072,1
Mumbai Indians,Delhi Capitals,Abu Dhabi,161,115,10,163,15.236554524980507,1.4496487206164133,0
Sunrisers Hyderabad,Punjab Kings,Hyderabad,6,3,8,246,15.236554524980507,1.0526315789473684,0
Kings XI Punjab,Delhi Daredevils,Delhi,40,24,6,165,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Chennai,80,63,8,151,15.236554524980507,1.4496487206164133,0
Rising Pune Supergiants,Delhi Daredevils,Visakhapatnam,46,49,9,122,15.236554524980507,1.4496487206164133,1
Mumbai Indians,Rajasthan Royals,Mumbai,120,75,7,196,15.236554524980507,1.4496487206164133,1
Gujarat Titans,Chennai Super Kings,Pune,102,53,6,170,15.236554524980507,1.4496487206164133,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,133,111,9,143,15.236554524980507,1.4496487206164133,1
Lucknow Super Giants,Royal Challengers Bangalore,Kolkata,131,82,8,194,55.704666833333334,1.4496487206164133,1
Sunrisers Hyderabad,Punjab Kings,Mumbai,69,51,7,152,15.236554524980507,1.0894941634241244,1
Delhi Daredevils,Mumbai Indians,Mumbai,48,32,6,166,15.236554524980507,1.4496487206164133,0
Lucknow Super Giants,Mumbai Indians,Lucknow,145,115,9,146,15.236554524980507,1.4496487206164133,1
Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,147,114,10,147,53.52351834375001,1.4496487206164133,1
Rajasthan Royals,Royal Challengers Bengaluru,Jaipur,15,8,6,190,15.236554524980507,1.1362201742204265,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,136,78,10,181,15.236554524980507,1.4496487206164133,0
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,59,37,8,165,15.236554524980507,1.4496487206164133,1
Rajasthan Royals,Sunrisers Hyderabad,Delhi,91,83,9,136,15.236554524980507,1.4496487206164133,0
Kings XI Punjab,Rajasthan Royals,Chandigarh,25,24,4,153,15.236554524980507,1.4496487206164133,1
Punjab Kings,Lucknow Super Giants,Chandigarh,87,15,5,258,15.236554524980507,1.4496487206164133,1
